author,title,text
Владимир ЛЕОНОВ,КЛЕВЕТНИКАМ РОССИИ,"Забыты битв кровавых годы
И войн проигранных позор,
И снова Запада народы
На Русь бросают жадный взор.

И снова алчные витии
В трясине нравственных разрух
Клевещут злобно на Россию
И оскверняют Русский Дух.

Их спесь, воинственно бессильна,
Кровавой злобою кипит,
И жаждой роскоши обильной
В их душах Дух Святой убит.

Да жил ли в душах он когда-то
В краю, где алчности приют?
Там всё духовное распято,
Там гимны Дьяволу поют.

Не ты ли, Запад, прославляешь
Свою надуманную твердь?
Не ты ли миру угрожаешь,
Как зверь, свою почуяв смерть?

Встают, встают Земли народы,
Чтоб сбросить гнёт твой вековой.
И знамя истинной свободы
Они поднимут над Землёй.

И как всегда взор обращают
Они с надеждою туда,
Где Русь стоит в веках святая,
Где светит русская звезда.

Звучит в просторах «Марш Славянки»
Над нашей Родиной святой.
Не плач назойливой шарманки
Он Гимн народа вековой."
Владимир ЛЕОНОВ,И стонет Запад от бессилья,"И стонет Запад от бессилья,
Но рати вновь свои ведёт
В поля бескрайние России,
Где снова гибель он найдёт.

Страшися, вор, на поле брани
Тебя сыны России ждут
Живут в них Платов и Сусанин,
Кутузов с Жуковым живут."
Светлана БЕЛОВА,ДОНБАССКАЯ МОЛИТВА,"А вера православная сильна
В сердцах людей разбитого Донбасса.
Всем миром строят храм, и в чёрной рясе
Седой священник бьет в колокола.

А вера православная живет.
Не гасят свечи, соблюдают строго
Великий пост. И слезно молят Бога,
Чтоб от беды и зла их уберег.

А вера православная, как щит.
Для всех людей надежда на спасенье.
И близится Христово Воскресение.
И солнца луч глаза врагов слепит."
Григорий КАЛЮЖНЫЙ,Мне безымянная приснилась высота,"Мне безымянная приснилась высота.
Гудят шмели, ромашки расцветают.
Я - лейтенант, моя душа чиста,
Со всех сторон нас молча окружают.

А на листах роса рассеивает свет,
Трепещет роща в золоченье красном.
Я отвожу бинокль - спасенья нет,
Мне повезло - так просто всё и ясно.

Мне повезло - вокруг меня бойцы
Годятся мне по возрасту в отцы.
Идёт по кругу щепоть самосада.
Они спокойны, им речей не надо.

Не надо им о долге повторять,
Перечислять тяжёлые утраты.
Ничем нас у России не отнять,
Спасибо ей, что мы - её солдаты."
Татьяна МАКСИМЕНКО,ВОЙНА И МИР,"На этом берегу в садах прохлада,
Царит на этом берегу весна.
На противоположном - канонада,
Сражающимся людям не до сна.

На этом берегу смеются дети,
И в домино играют старики.
На противоположном - тянут сети,
А в них - железа ржавые куски.

На этом берегу сияет Слава,
Чтут в семьях полководцев имена...
На противоположном - бунт кровавый,
В руины превращается страна."
Татьяна МАКСИМЕНКО,ЩИТ И МЕЧ,"Для сильных и решительных мужчин есть дело по душе: служить Отечеству.
И каждый, кто служил, как верный сын,
России - необъятности и вечности,
кто щит и меч воспринимал, не как доспехи,
а как символ дела ратного;
кто выжил после яростных атак,
дождался дня победного, парадного;
кто не забыл свой самый первый бой
и бой последний... возгласы предсмертные;
тот смотрит вдаль - и видит пред собой
потери наши, споры беспредметные,
галдеж толпы - и лозунги...Слова,
среди которых все дела теряются...
Скажи: «За нами Киев, Минск, Москва!..»
и взоры ветеранов загораются..."
Наталья СИДОРИНА,СВЯТАЯ РУСЬ,"Цветами и штыками
Встречают россиян.
Друзьями и врагами
Нам быть для многих стран.
На братской Украине
Готовят нам подвох,
Где в хаосе, в пучине
Спасёт нас всех лишь Бог.
Оставим пререканья, Семейную вражду.
У нас одно названье
На радость и беду.
Припомним, изначально
От корня мы растём.
Поём порой печально,
Смерть ловим за углом.
Придём на Украину, Откуда Русь идёт,
Подставив лоб и спину
Под чей-то пулемёт.

Пора просить у Бога
Тропинку в светлый храм.
К Святой Руси дорога
Проходит по холмам.
Там храм Святой Софии
И Князь Владимир сам.
Помолимся, Россия,
Её Святым Дарам."
Наталья СИДОРИНА,ОДЕССКИМ МУЧЕНИКАМ,"Город южный пылает у моря,
Город лёгкий, весёлый, привольный.
И огромное страшное горе
Топчут те, кто разбоем довольны.

Вот несутся уже автозаки.
Уцелевших с пристрастием судят.
Эти страшные новые знаки
Чьё-то сердце, быть может, разбудят.

Привели на поля чужестранцев,
Дали в руки знамёна громилам.
Украина, отдай новобранцев
Этим тёмным зовущим могилам.

А цена небольшая - кредиты
И возможность принизить Россию.
Всех мастей упыри и бандиты
Так судили и судят Мессию."
Наталья СИДОРИНА,КРАСНЫЕ МАКИ,"Красные маки. Белый рушник.
Маки остались. Стебель поник.

Красные маки в сердце цветут,
Если нас помнят, любят и ждут.

- Красные маки на белом снегу
В сердце своём я всегда берегу, -

Он говорил на последней войне...
Маки цветут наяву и во сне,
Словно вобрали пролитую кровь.
Будут цвести и сегодня, и вновь."
Тамара РЫБАКОВА,ПОДАРИТЕ ДЕВОЧКЕ ГИТАРУ,"Посвящается девочке Ксюше из Донецка
Подарите девочке гитару,
И с восторгом радостные звуки.
Пусть она с гитарою на пару
Позабудет дни своей разлуки.

Пусть поёт о солнце и о детстве,
О прекрасном, необъятном мире.
Где война не рыщет по соседству,
Не свистят снаряды по квартире.

Подарите девочке улыбку,
Щебетанье птиц под солнцем мая.
Белых лебедей на глади зыбкой,
День, в котором жизнь течёт другая.

Где не воет чёрная пучина,
Ночи не взрываются сердито,
По утрам не плачет Украина,
Не считает сыновей убитых.

Подарите девочке гитару,
Добрых, нежных песен ожерелье,
Пирожки с вареньем с пылу, с жару,
Что пекла ей мама в воскресенье.

Пусть звенит гитара звонко, звонко,
Пусть назло войне поёт упрямо!!!
Ты играй и верь, моя девчонка,
Что с Донбасса возвратится мама."
Елена ГОРБУНОВА,У меня на той стороне,"У меня на той стороне
Остаются родные люди.
Как же это, коль быть войне?! 
Только верю! Её не будет!
Брат на брата не встанет в штык.
Не залечишь веками раны!
Но кричат, надрываясь: «ФАС!»
Украине чужие страны.
А пока на границе к весне
Просыпаются певчие птицы.
И хочу я, чтоб быть тишине,
Чтоб улыбки светились на лицах.
В храм пойдёмте, славяне все,
Православные, в вере сплотится!
И всем миром за мир на земле
Мы должны от души помолиться."
Светлана ПАВЛОВА,ДОНБАСС,"Донбасс распяли, как Христа!
Повсюду в крик глазницы боли!
Все покидают города,
Став беженцами поневоле.

О, русский! Кем же ты гоним?
Восстал фашизм над Украиной.
И старый дядя Сэм грозит
России свастикой - дубиной!
Желают улицы умыть,
Не ведая про дни расплаты,
Невинной кровью россиян
Американские солдаты.
У белокаменной Руси,
Вы что сегодня потеряли?
Здесь наши деды и отцы
Навеки землю отстояли.
И эту свору палачей
Всё тот же русский успокоит.
Во славу всех святых Побед
Он не допустит новой крови!"
Роман РОМАНОВ,ДРУЖБА НЕ ПРОДАЁТСЯ!,"Украина! - ответь мне: Доколе
Ты нести будешь тяжкое бремя?
Хоронить свой народ в чистом поле.
Хоронить людей в мирное время.
До каких же пор кровь будет литься?
Вся земля уж насквозь пропиталась.
Мне война по ночам уже снится.
Что же с дружбой нашею сталось?
Почему ты молчишь, глаза прячешь?
И не скажешь в лицо всем убийцам
Ты решительным голосом: Хватит!
Не взирая на ранги и лица.
Почему ты боишься так правды?
Почему встала ты на колени?
С тобой в бой вместе шли не однажды.
Вспомни это далекое время.
Вспомни это, родная сестрица!
И запомни ты! Дружбу не купишь.
Взвесь слова все мои по крупицам.
Что взамен нашей дружбы получишь?"
Роман РОМАНОВ,я ВЫЙДУ ИЗ ОГНЯ,"Прости меня, любимая, родная.
Я не могу иначе поступить.
Обязан быть я на переднем крае,
Чтобы Донбасс от хунты защитить.
Я должен быть , где вновь идут бомбежки, И где свистят вновь пули над рекой,"
Роман РОМАНОВ,"Где до победы, кажется, немножко","Где до победы, кажется, немножко,
Но день наступит и опять ждёт бой.

Я должен быть, где города и села.
Хотят стереть огнём с лица земли,
Там, где бегут ручьями чьи-то слезы,
Там, где смешались ночи все и дни.
Я должен быть, где дети снова плачут,
Где отнимают, забирают жизнь.
Там, где слова порой так много значат.
Ты до утра, братишка, продержись!

Там, где пылают каждый день пожары,
И на полях не встретить урожай,
Там, где война в лицо всем дышит жаром.
Спасти я должен этот чудный край!"
Татьяна БИРЮКОВА,"ЛЮДИ, ОПОМНИТЕСЬ!","Пылают леса и дымятся станицы.
Огонь пожирает любые границы.
Дымят от напалма - страшно, нелепо
Пальмира и Горловка, Славянск и Алеппо
Невеждами ныне присвоена власть
И ею они наслаждаются всласть.
Не достучаться до разума каской,
Жестокость и ненависть прячут под маской.
Люди, опомнитесь! В братской могиле
Спят наши деды. Неужели забыли?
Души витают над вечным огнём
В сёлах, столицах, ночью и днём.
Не стёрты с гранита ещё имена,
А пулей в висок снова слово - война!
Школы разбиты, пылают станицы.
Война мировая в дверь к нам стучится..."
Ирина ОВЧАРЕНКО,"СТАИ ПТИЦ, СОТНИ ВЁРСТ ...","Листья падают - и сиротеют поля,
Но птенцов вожаки направляют в полёт.
Их с надеждою в небо толкает земля.
Что неопытных птиц в перелёте том ждёт?

И не ведая страха, законов, границ,
Они рвутся туда, где свободно парят...
Но родные гнездовья, зовущие птиц,
Заставляют весною вернуться назад.

В них стреляют на взлёте, подкравшись с болот...
И когда из надёжных пернатых друзей
Поредевшую стаю вожак соберёт,
То подранки простятся с надеждой своей.

Стаи птиц, сотни вёрст - на большой высоте,
Где разреженный воздух спасительно чист.
И последней молитвою станет для тех
Кто погиб - их сородичей клёкот и свист."
Ирина ОВЧАРЕНКО,ДОСТОИНСТВО,"Достоинство рождается,
Когда твой мир разбит,
Когда сердца растоптаны
На поле жарких битв.

Пусть кулаки сжимаются,
Когда вдыхаешь дым:
Идёшь в атаку с мужеством
Под знаменем своим.

Победа! Обретение
Себя в той схватке сил,
Достоинства рождение,
И взлёт, и взмахи крыл!"
Павел АЛИЕВ,ВРАГАМ РОССИИ,"На губах снова вкус опалённого, злобного ветра,
А зарницы кровавые дымом и гарью полны.
Ветер гонит на стогны холмы бесприютного пепла,
И опять где-то рядом гогочут далёких народов сыны.

И опять собираются в брань, обновлённым крестовым походом,
Умывать свои руки в чужой и горячей крови...
Лишь бы Русь не окрепла - такая бывает забота,
Лишь бы дальше дремала, попирая свои алтари.

Вот и тучи темней, и надрывнее каркает ворон,
Предвкушая поживу от грозных грядущих боёв.
Нет сомнений и страха, потому что наш меч не был сломан,
Он лежал тихо в ножнах, ожидая тех самых сынов.

И трясущейся длани над шеей никто не заносит,
Потому что нет силы в чужих и преступных руках,
Потому что однажды придёт и со всех строго спорит
Безымянный, уставший русский крестьянин в лаптях."
Татьяна БУЛАНКИНА,Москва и Киев не навек в разводе...,"Москва и Киев не навек в разводе...
Нам помнятся иные времена.
Совсем недавно жили дружно вроде,
Была одна великая страна!
Мы от фашизма мир освободили, Из пепла возродили города.
Мы победили, вместе победили!
Но вдруг пришла нежданная беда...
И нет ответов, лишь одни вопросы.
О, Господи! Помилуй и спаси...
Ведь мы - славяне, мы, как прежде, - росы,
Мы все - потомки Киевской Руси!"
Татьяна БУЛАНКИНА,"Не плачь о сыне, мать, не плачь.","Не плачь о сыне, мать, не плачь.
Он только ранен, не убит.
Но как спастись от неудач?
Душа страдает и болит.
Как заслонить его собой, От пули вражьей уберечь,
Когда он вновь, вступая в бой,
Услышит страшную картечь?

Не зря же, проливая кровь,
Он шёл вперёд, как только мог...
Его спасёт твоя любовь,
Твои молитвы, вера, Бог..."
Галина ЛЕОНОВА,ДЕСАНТНИК В САНАТОРИИ,"Он за столом со всеми деликатен,
Спокойный взгляд, улыбка на губах,
За шестьдесят, но моложав и статен...
А говорит об огненных годах!

Афган, Чечня, разведка, контрразведка
Он много знает, многое видал.
И смерть товарищей, друзей нередко,
И смерть святынь в душе переживал.

Сюда попал как будто по ошибке
Не хочет, не умеет отдыхать.
Был ранен в спину, «да и то не шибко»,
Назло врагам умея воевать.

Он после ужина идёт к соседу.
Десантники - особенный народ
Под стопку и негромкую беседу
Отводят душу ночи напролёт...

Афган, Чечня, разведка, контрразведка
Он много знает, многое видал.
Таких не встретишь или встретишь редко...
Удачи он, прощаясь, пожелал."
